type_,address,area,price,metro_station,metro_line,date,update_date,floor,full_floor
2-комн.кв.,"Ротерта ул, 10 2",5,11900000,ВДНХ м.,orange,Размещено 18 февраля,26 марта,5,16
1-комн.кв.,"60-летия Октября пр-кт, 17",3,19800000,Академическая м.,Ветка не указана,Размещено 18 февраля,"сегодня, 10:39",33,39
2-комн.кв.,", к812",44,8990000,Пятницкое шоссе м.,blue,Размещено 17 февраля,"сегодня, 10:03",9,9
3-комн.кв.,", 28",7,8380000,Станция не указана,Ветка не указана,Размещено 14 февраля,26 марта,5,5
3-комн.кв.,"Никитинская ул, 1к2",75,35000000,Измайловская м.,blue,Размещено 12 февраля,"сегодня, 10:39",3,5
1-комн.кв.,"Базовская ул, 15к1",39,10150000,Ховрино м.,green,Размещено 12 февраля,27 марта,15,17
2-комн.кв.,"Белореченская ул, 25стр1",50,11850000,Люблино м.,lightgreen,Размещено 11 февраля,"сегодня, 10:39",3,16
2-комн.кв.,"Матвеевская ул, 3",39,13800000,Зюзино м.,turquoise,Размещено 15 марта,"сегодня, 10:03",9,14
1-комн.кв.,"Варшавское ш, 152к2",39,11850000,"Улица академика Янгеля,Аннино",Ветка не указана,Размещено 10 февраля,"сегодня, 10:39",16,17
4-комн.кв.,"Скобелевская ул, 1к1",91,23000000,Ул.Скобелевская м.,cyan,Размещено 9 февраля,"сегодня, 10:39",3,16
2-комн.кв.,"Тверская ул, 8к2",60,45000000,Пушкинская м.,Ветка не указана,Размещено 5 февраля,"сегодня, 10:39",8,9
3-комн.кв.,"Профсоюзная ул, 79",60,16300000,Беляево м.,orange,Размещено 3 февраля,"сегодня, 10:39",9,9
2-комн.кв.,"Щербаковская ул, 57/20",57,16000000,"Измайлово,Партизанская,Семёновская,Соколиная гора",Ветка не указана,Размещено 2 февраля,26 марта,4,10
1-комн.кв.,"Павелецкий 3-й проезд, 11А",39,12900000,Тульская м.,gray,Размещено 1 февраля,"сегодня, 10:39",8,14
2-комн.кв.,"Героев Панфиловцев ул, 1к1",43,14500000,Сходненская м.,purple,Размещено 29 января,"сегодня, 10:39",8,9
3-комн.кв.,"Черкизовская Б. ул, 2к3",60,23500000,Преображенская пл. м.,red,Размещено 28 января,26 марта,5,9
3-комн.кв.,"Комсомольский пр-кт, 9",5,39000000,Парк культуры м.,Ветка не указана,Размещено 27 января,"сегодня, 10:39",3,8
4-комн.кв.,"Остоженка ул, 40/1",75,40000000,Парк культуры м.,Ветка не указана,Размещено 26 января,30 марта,2,6
2-комн.кв.,"Клары Цеткин ул, 31",40,14200000,Войковская м.,green,Размещено 23 января,27 марта,4,9
3-комн.кв.,"Каширское ш, 51к5",76,18500000,Кантемировская м.,green,Размещено 21 января,"сегодня, 10:39",6,22
1-комн.кв.,"Полярная ул, 42к1",39,14300000,Медведково м.,orange,Размещено 21 января,"сегодня, 10:39",10,18
1-комн.кв.,"Кронштадтский б-р, 24к2",35,11000000,Коптево м.,Ветка не указана,Размещено 21 января,"сегодня, 10:39",2,16
3-комн.кв.,"Олимпийский пр-кт, 10к1_2",13,52000000,Цветной б-р м.,gray,Размещено 20 января,"сегодня, 10:39",7,10
3-комн.кв.,"Фрунзенская наб, 50",8,71000000,Фрунзенская м.,Ветка не указана,Размещено 20 января,"сегодня, 10:39",9,16
3-комн.кв.,"Коштоянца ул, 20к4",119,41900000,"Юго-Западная,Озёрная,Мичуринский проспект",Ветка не указана,Размещено 19 января,26 марта,3,24
1-комн.кв.,"Академика Капицы ул, 34/121",38,14500000,Коньково м.,orange,Размещено 15 января,"сегодня, 10:39",3,17
3-комн.кв.,"Тверская-Ямская 1-я ул, 11",105,59000000,Маяковская м.,Ветка не указана,Размещено 14 января,"сегодня, 10:39",8,8
2-комн.кв.,"Тверская-Ямская 1-я ул, 6",55,26200000,Марьина роща м.,lightgreen,Размещено 12 января,"сегодня, 10:38",3,12
1-комн.кв.,"Удальцова ул, 50",63,26350000,Мичуринский проспект м.,Ветка не указана,Размещено 12 января,26 марта,7,25
3-комн.кв.,"Вернадского пр-кт, 105к4",99,35500000,Юго-Западная м.,red,Размещено 12 января,"сегодня, 10:39",5,28
2-комн.кв.,"Щёлковское ш, 74",54,16000000,Щелковская м.,blue,Размещено 12 января,"сегодня, 10:39",9,14
2-комн.кв.,"Ленинградский пр-кт, 79",56,22000000,Университет м.,red,Размещено 10 января,24 марта,3,9
1-комн.кв.,"Проспект Куприна, 34к1",37,10300000,Ольховая м.,red,Размещено 20 декабря 2021,26 марта,9,14
4-комн.кв.,"Удальцова ул, 65",189,75000000,Пр-т Вернадского м.,Ветка не указана,Размещено 19 декабря 2021,"сегодня, 10:39",2,20
1-комн.кв.,"Академика Янгеля ул, 6кА",40,14500000,Ул.Академика Янгеля м.,gray,Размещено 16 декабря 2021,"сегодня, 10:39",2,16
5иболее-комн.кв.,"Жулебинский б-р, 5",151,30650000,Лермонтовский пр-т м.,purple,Размещено 15 декабря 2021,30 марта,13,27
2-комн.кв.,"Южнобутовская ул, 42",61,18450000,Ул.Горчакова м.,cyan,Размещено 15 декабря 2021,"сегодня, 10:38",3,10
3-комн.кв.,"Верхние Поля ул, 49к1",75,21700000,Люблино м.,lightgreen,Размещено 15 декабря 2021,"сегодня, 10:39",2,17
2-комн.кв.,"Авиаконструктора Миля ул, 26",65,16800000,Котельники м.,purple,Размещено 15 декабря 2021,"сегодня, 10:39",19,25
4-комн.кв.,"Привольная ул, 57к1",10,27000000,Жулебино м.,purple,Размещено 15 декабря 2021,26 марта,2,10
3-комн.кв.,"Кантемировская ул, 20к1",73,16499000,"Кантемировская,Царицыно,Каширская",Ветка не указана,Размещено 15 декабря 2021,30 марта,17,17
2-комн.кв.,"Нахимовский пр-кт, 23к1",45,13450000,Нахимовский пр-т м.,gray,Размещено 15 декабря 2021,"сегодня, 10:39",1,9
3-комн.кв.,"Василия Петушкова ул, 7",75,20700000,Трикотажная,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",5,17
3-комн.кв.,"Каширское ш, 8к2",81,17700000,Нагорная м.,gray,Размещено 15 декабря 2021,"сегодня, 10:39",8,8
1-комн.кв.,"Нагатинская наб, 10к1",48,14900000,Коломенская м.,green,Размещено 15 декабря 2021,26 марта,8,15
3-комн.кв.,"26-ти Бакинских Комиссаров ул, 7к6",64,19000000,Юго-Западная м.,red,Размещено 15 декабря 2021,"сегодня, 10:39",6,9
2-комн.кв.,"Яблочкова ул, 41Б",51,15200000,Петровско-Разумовская м.,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",10,16
2-комн.кв.,"Шмитовский проезд, 39к1",40,39990000,Шелепиха м.,Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",15,53
1-комн.кв.,"Грина ул, 12",51,14450000,"Бульвар Дмитрия Донского,Улица Старокачаловская",Ветка не указана,Размещено 15 декабря 2021,"сегодня, 10:39",4,17
3-комн.кв.,", 47",71,9700000,Станция не указана,Ветка не указана,Размещено 09 декабря 2021,26 марта,9,14
2-комн.кв.,"Железнодорожная ул, 8",43,8100000,Станция не указана,Ветка не указана,Размещено 05 декабря 2021,26 марта,3,9
2-комн.кв.,", 14",57,7999999,Кантемировская м.,green,Размещено 03 декабря 2021,"сегодня, 10:03",3,17
5-комн.кв.,"Полянка Б. ул, 44",6,360746000,Полянка м.,gray,Размещено 03 декабря 2021,"сегодня, 07:01",7,7
2-комн.кв.,"Павелецкий 3-й проезд, 3",57,34000000,Тульская м.,gray,Размещено 30 марта,"сегодня, 10:03",2,16
Студия,"Ивана Франко ул, 4  6",30,13500000,Кунцевская м.,Ветка не указана,27 марта,27 марта,6,29
1-комн.кв.,"Рублево-Успенское ш, 21",4,12000000,Станция не указана,Ветка не указана,Размещено 13 июня 2020,24 марта,8,8
